"ID","OBJECTID","Value","Count","WHRALL","LIFE_FORM","WHRNUM","WHRNAME","WHRTYPE","WHRSIZE","WHRDENSITY","WHR10NUM","WHR10NAME","WHR13NUM","WHR13NAME","SOURCE_NAME","SOURCE_YEAR"
7181,7182,7183,15512,"MCHXX","SHRUB",32,"Mixed Chaparral","MCH","X","X",70,"Shrub",70,"Shrub","CALVEG-CentralValley",1996
7182,7183,7184,1204,"MHW3M","HARDWOOD",36,"Montane Hardwood","MHW","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-CentralValley",1996
7183,7184,7185,205,"BOP4D","HARDWOOD",8,"Blue Oak-Foothill Pine","BOP","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7184,7185,7186,14988,"PPN3M","CONIFER",42,"Ponderosa Pine","PPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7185,7186,7187,34,"ASP4M","HARDWOOD",5,"Aspen","ASP","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",2000
7186,7187,7188,438,"SCN2S","CONIFER",48,"Subalpine Conifer","SCN","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",2001
7187,7188,7189,1554,"SMC5M","CONIFER",51,"Sierran Mixed Conifer","SMC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",2001
7188,7189,7190,1704,"CRCXX","SHRUB",12,"Chamise-Redshank Chaparral","CRC","X","X",70,"Shrub",70,"Shrub","CALVEG-CentralValley",1996
7189,7190,7191,117,"RFR3D","CONIFER",45,"Red Fir","RFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7190,7191,7192,14,"ASP3D","HARDWOOD",5,"Aspen","ASP","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",2005
7191,7192,7193,1001,"LPN4S","CONIFER",29,"Lodgepole Pine","LPN","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7192,7193,7194,453,"LPN3D","CONIFER",29,"Lodgepole Pine","LPN","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",2001
7193,7194,7195,362,"VOW5P","HARDWOOD",55,"Valley Oak Woodland","VOW","5","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7194,7195,7196,12,"ASP4M","HARDWOOD",5,"Aspen","ASP","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",2005
7195,7196,7197,2022,"RFR3P","CONIFER",45,"Red Fir","RFR","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7196,7197,7198,559,"MHW4M","HARDWOOD",36,"Montane Hardwood","MHW","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-CentralValley",1996
7197,7198,7199,2247,"LPN5P","CONIFER",29,"Lodgepole Pine","LPN","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",2001
7198,7199,7200,6921,"MHW3D","HARDWOOD",36,"Montane Hardwood","MHW","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-CentralValley",1996
7199,7200,7201,13,"URB3M","URBAN",53,"Urban","URB","3","M",80,"Urban",80,"Urban","DFW-WestSacValley",2009
7200,7201,7202,43756,"JUN3P","CONIFER",26,"Juniper","JUN","3","P",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthSierran",2001
7201,7202,7203,350,"BOW4M","HARDWOOD",9,"Blue Oak Woodland","BOW","4","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralValley",1996
7202,7203,7204,30,"WFR3M","CONIFER",58,"White Fir","WFR","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7203,7204,7205,623,"SMC5D","CONIFER",51,"Sierran Mixed Conifer","SMC","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",2001
7204,7205,7206,5325,"BOW3P","HARDWOOD",9,"Blue Oak Woodland","BOW","3","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralValley",1996
7205,7206,7207,19,"URB3D","URBAN",53,"Urban","URB","3","D",80,"Urban",80,"Urban","DFW-WestSacValley",2009
7206,7207,7208,3633,"BOP4M","HARDWOOD",8,"Blue Oak-Foothill Pine","BOP","4","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralValley",1996
7207,7208,7209,54940,"AGSXX","HERBACEOUS",3,"Annual Grassland","AGS","X","X",60,"Herbaceous",60,"Herbaceous","CALVEG-CentralValley",1996
7208,7209,7210,38,"LPN5S","CONIFER",29,"Lodgepole Pine","LPN","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7209,7210,7211,1564,"LPN4M","CONIFER",29,"Lodgepole Pine","LPN","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7210,7211,7212,330,"LPN5P","CONIFER",29,"Lodgepole Pine","LPN","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7211,7212,7213,43,"JPN2M","CONIFER",24,"Jeffrey Pine","JPN","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7212,7213,7214,60,"SCN3M","CONIFER",48,"Subalpine Conifer","SCN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7213,7214,7215,11729,"BOW3M","HARDWOOD",9,"Blue Oak Woodland","BOW","3","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralValley",1996
7214,7215,7216,6097,"BOW3D","HARDWOOD",9,"Blue Oak Woodland","BOW","3","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralValley",1996
7215,7216,7217,5195,"JPN4P","CONIFER",24,"Jeffrey Pine","JPN","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7216,7217,7218,4105,"ASP2M","HARDWOOD",5,"Aspen","ASP","2","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",2001
7217,7218,7219,101,"LPN4D","CONIFER",29,"Lodgepole Pine","LPN","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7218,7219,7220,258,"RFR2M","CONIFER",45,"Red Fir","RFR","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7219,7220,7221,22,"JPN5S","CONIFER",24,"Jeffrey Pine","JPN","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7220,7221,7222,187,"VRI3D","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","D",50,"Hardwood",52,"Hardwood Woodland","DFW-Sac_SanJoaq_Delta",2005
7221,7222,7223,4398,"JUN2S","CONIFER",26,"Juniper","JUN","2","S",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthSierran",2001
7222,7223,7224,4,"VRI3M","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","M",50,"Hardwood",52,"Hardwood Woodland","DFW-Sac_SanJoaq_Delta",2005
7223,7224,7225,283,"VRI3P","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","P",50,"Hardwood",52,"Hardwood Woodland","DFW-Sac_SanJoaq_Delta",2005
7224,7225,7226,22,"COW2S","HARDWOOD",10,"Coastal Oak Woodland","COW","2","S",50,"Hardwood",52,"Hardwood Woodland","DFW-Napa",2002
7225,7226,7227,25157,"PPN2S","CONIFER",42,"Ponderosa Pine","PPN","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7226,7227,7228,27649,"PPN2P","CONIFER",42,"Ponderosa Pine","PPN","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7227,7228,7229,44,"PPN3M","CONIFER",42,"Ponderosa Pine","PPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1996
7228,7229,7230,234,"PPN4M","CONIFER",42,"Ponderosa Pine","PPN","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1996
7229,7230,7231,3245,"PPN1M","CONIFER",42,"Ponderosa Pine","PPN","1","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7230,7231,7232,2549,"LPN3M","CONIFER",29,"Lodgepole Pine","LPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2001
7231,7232,7233,156,"MHC3D","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1996
7232,7233,7234,5,"CON5S","CONIFER",63,"Undetermined Conifer","CON","5","S",30,"Conifer",31,"Conifer Forest","USDA-NASS",2013
7233,7234,7235,4614,"MHW2P","HARDWOOD",36,"Montane Hardwood","MHW","2","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",2000
7234,7235,7236,2128,"PPN1P","CONIFER",42,"Ponderosa Pine","PPN","1","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7235,7236,7237,3398,"DFR4M","CONIFER",14,"Douglas Fir","DFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7236,7237,7238,2946,"PPN1D","CONIFER",42,"Ponderosa Pine","PPN","1","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7237,7238,7239,51,"WFR2S","CONIFER",58,"White Fir","WFR","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7238,7239,7240,204,"COW4D","HARDWOOD",10,"Coastal Oak Woodland","COW","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7239,7240,7241,33,"WFR5P","CONIFER",58,"White Fir","WFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7240,7241,7242,88,"DFR4M","CONIFER",14,"Douglas Fir","DFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1996
7241,7242,7243,4985,"MHC4P","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7242,7243,7244,209,"MHC5P","CONIFER",35,"Montane Hardwood-Conifer","MHC","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7243,7244,7245,8819,"PPN4P","CONIFER",42,"Ponderosa Pine","PPN","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7244,7245,7246,167,"VOW5M","HARDWOOD",55,"Valley Oak Woodland","VOW","5","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7245,7246,7247,59,"EUC3D","HARDWOOD",77,"Eucalyptus","EUC","3","D",50,"Hardwood",52,"Hardwood Woodland","DFW-Sac_SanJoaq_Delta",2005
7246,7247,7248,204,"VRI2D","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","D",50,"Hardwood",52,"Hardwood Woodland","DFW-Sac_SanJoaq_Delta",2005
7247,7248,7249,98219,"PPN4D","CONIFER",42,"Ponderosa Pine","PPN","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7248,7249,7250,9,"VRI2S","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","S",50,"Hardwood",52,"Hardwood Woodland","DFW-Sac_SanJoaq_Delta",2005
7249,7250,7251,758,"PPN4D","CONIFER",42,"Ponderosa Pine","PPN","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1996
7250,7251,7252,374,"MHW3D","HARDWOOD",36,"Montane Hardwood","MHW","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",1996
7251,7252,7253,52,"WFR3P","CONIFER",58,"White Fir","WFR","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7252,7253,7254,14,"VRI2P","HARDWOOD",56,"Valley Foothill Riparian","VRI","2","P",50,"Hardwood",52,"Hardwood Woodland","DFW-Sac_SanJoaq_Delta",2005
7253,7254,7255,20,"WFR3M","CONIFER",58,"White Fir","WFR","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7254,7255,7256,40,"DFR4D","CONIFER",14,"Douglas Fir","DFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1996
7255,7256,7257,26,"MCHXX","SHRUB",32,"Mixed Chaparral","MCH","X","X",70,"Shrub",70,"Shrub","CALVEG-SouthSierran",1996
7256,7257,7258,137,"PPN5S","CONIFER",42,"Ponderosa Pine","PPN","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7257,7258,7259,197,"RFR2P","CONIFER",45,"Red Fir","RFR","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7258,7259,7260,365,"AGSXX","HERBACEOUS",3,"Annual Grassland","AGS","X","X",60,"Herbaceous",60,"Herbaceous","CALVEG-SouthSierran",1996
7259,7260,7261,6,"MHW2P","HARDWOOD",36,"Montane Hardwood","MHW","2","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",1996
7260,7261,7262,46939,"PPN4M","CONIFER",42,"Ponderosa Pine","PPN","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7261,7262,7263,5,"PPN3D","CONIFER",42,"Ponderosa Pine","PPN","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1996
7262,7263,7264,1395,"LACXX","WATER",28,"Lacustrine","LAC","X","X",90,"Water",90,"Water","CALVEG-SouthSierran",2000
7263,7264,7265,647,"RFR3D","CONIFER",45,"Red Fir","RFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2001
7264,7265,7266,151,"URBXX","URBAN",53,"Urban","URB","X","X",80,"Urban",80,"Urban","CALVEG-SouthSierran",1996
7265,7266,7267,20041,"PPN2M","CONIFER",42,"Ponderosa Pine","PPN","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7266,7267,7268,78,"MRI4D","HARDWOOD",37,"Montane Riparian","MRI","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",2005
7267,7268,7269,77,"RFR2P","CONIFER",45,"Red Fir","RFR","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7268,7269,7270,28,"RFR2D","CONIFER",45,"Red Fir","RFR","2","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7269,7270,7271,9,"MHW4P","HARDWOOD",36,"Montane Hardwood","MHW","4","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",1996
7270,7271,7272,7387,"PPN3D","CONIFER",42,"Ponderosa Pine","PPN","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7271,7272,7273,17,"LPN5D","CONIFER",29,"Lodgepole Pine","LPN","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7272,7273,7274,1192,"SMC2M","CONIFER",51,"Sierran Mixed Conifer","SMC","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7273,7274,7275,115,"RFR2S","CONIFER",45,"Red Fir","RFR","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7274,7275,7276,345,"DFR4P","CONIFER",14,"Douglas Fir","DFR","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7275,7276,7277,16,"URB4P","URBAN",53,"Urban","URB","4","P",80,"Urban",80,"Urban","DFW-Sac_SanJoaq_Delta",2005
7276,7277,7278,17,"MHW3P","HARDWOOD",36,"Montane Hardwood","MHW","3","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",1996
7277,7278,7279,2981,"JPN5P","CONIFER",24,"Jeffrey Pine","JPN","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7278,7279,7280,340,"VOW4P","HARDWOOD",55,"Valley Oak Woodland","VOW","4","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7279,7280,7281,541,"CRPXX","AGRICULTURE",60,"Cropland","CRP","X","X",10,"Agriculture",10,"Agriculture","CALVEG-SouthSierran",1995
7280,7281,7282,11241,"PPN3P","CONIFER",42,"Ponderosa Pine","PPN","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7281,7282,7283,12611,"DFR4M","CONIFER",14,"Douglas Fir","DFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7282,7283,7284,150,"MRI3P","HARDWOOD",37,"Montane Riparian","MRI","3","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",2005
7283,7284,7285,58,"JPN1M","CONIFER",24,"Jeffrey Pine","JPN","1","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7284,7285,7286,1401,"MRIXX","SHRUB",37,"Montane Riparian","MRI","X","X",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",1995
7285,7286,7287,9,"URB5M","URBAN",53,"Urban","URB","5","M",80,"Urban",80,"Urban","DFW-Sac_SanJoaq_Delta",2005
7286,7287,7288,255,"MHC4D","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1996
7287,7288,7289,41460,"MHC4M","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7288,7289,7290,470,"DFR5P","CONIFER",14,"Douglas Fir","DFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7289,7290,7291,14,"JPN1D","CONIFER",24,"Jeffrey Pine","JPN","1","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7290,7291,7292,22,"EORXX","AGRICULTURE",68,"Evergreen Orchard","EOR","X","X",10,"Agriculture",10,"Agriculture","DFW-Sac_SanJoaq_Delta",2005
7291,7292,7293,14,"JPN1P","CONIFER",24,"Jeffrey Pine","JPN","1","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7292,7293,7294,155,"RFR2S","CONIFER",45,"Red Fir","RFR","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7293,7294,7295,1064,"PPN5M","CONIFER",42,"Ponderosa Pine","PPN","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7294,7295,7296,6347,"DFR4D","CONIFER",14,"Douglas Fir","DFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7295,7296,7297,844,"EPN4D","CONIFER",20,"Eastside Pine","EPN","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-GreatBasin",2001
7296,7297,7298,70,"VRI1P","HARDWOOD",56,"Valley Foothill Riparian","VRI","1","P",50,"Hardwood",52,"Hardwood Woodland","DFW-WestSacValley",2009
7297,7298,7299,120,"DFR5M","CONIFER",14,"Douglas Fir","DFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7298,7299,7300,14671,"JUN4M","CONIFER",26,"Juniper","JUN","4","M",30,"Conifer",32,"Conifer Woodland","CALVEG-SouthSierran",2001
7299,7300,7301,9019,"JPN3P","CONIFER",24,"Jeffrey Pine","JPN","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7300,7301,7302,19,"DFR5D","CONIFER",14,"Douglas Fir","DFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7301,7302,7303,12400,"PPN3M","CONIFER",42,"Ponderosa Pine","PPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7302,7303,7304,2410,"JPN3M","CONIFER",24,"Jeffrey Pine","JPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7303,7304,7305,65,"VOW5S","HARDWOOD",55,"Valley Oak Woodland","VOW","5","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7304,7305,7306,46,"PPN5P","CONIFER",42,"Ponderosa Pine","PPN","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7305,7306,7307,86,"MHW3S","HARDWOOD",36,"Montane Hardwood","MHW","3","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-CentralValley",1996
7306,7307,7308,1,"VRI1S","HARDWOOD",56,"Valley Foothill Riparian","VRI","1","S",50,"Hardwood",52,"Hardwood Woodland","DFW-WestSacValley",2009
7307,7308,7309,255,"PPN4S","CONIFER",42,"Ponderosa Pine","PPN","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7308,7309,7310,7301,"JPN4M","CONIFER",24,"Jeffrey Pine","JPN","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7309,7310,7311,1471,"WFR3S","CONIFER",58,"White Fir","WFR","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2001
7310,7311,7312,35,"BOP5D","HARDWOOD",8,"Blue Oak-Foothill Pine","BOP","5","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7311,7312,7313,143,"VOW4M","HARDWOOD",55,"Valley Oak Woodland","VOW","4","M",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7312,7313,7314,152,"PPN1S","CONIFER",42,"Ponderosa Pine","PPN","1","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7313,7314,7315,757,"DFR5D","CONIFER",14,"Douglas Fir","DFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7314,7315,7316,293,"VOW4D","HARDWOOD",55,"Valley Oak Woodland","VOW","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7315,7316,7317,2510,"DFR4D","CONIFER",14,"Douglas Fir","DFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7316,7317,7318,137,"JPN5P","CONIFER",24,"Jeffrey Pine","JPN","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7317,7318,7319,7,"VOW3S","HARDWOOD",55,"Valley Oak Woodland","VOW","3","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7318,7319,7320,4880,"MHC4P","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7319,7320,7321,809,"MHW4D","HARDWOOD",36,"Montane Hardwood","MHW","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-CentralValley",1996
7320,7321,7322,7050,"BARXX","BARREN/OTHER",6,"Barren","BAR","X","X",20,"Barren/Other",20,"Barren/Other","CALVEG-CentralValley",1996
7321,7322,7323,87,"BOW2D","HARDWOOD",9,"Blue Oak Woodland","BOW","2","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7322,7323,7324,679,"VOW5D","HARDWOOD",55,"Valley Oak Woodland","VOW","5","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7323,7324,7325,883,"PPN2S","CONIFER",42,"Ponderosa Pine","PPN","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7324,7325,7326,1063,"SMC5S","CONIFER",51,"Sierran Mixed Conifer","SMC","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7325,7326,7327,115,"MCHXX","SHRUB",32,"Mixed Chaparral","MCH","X","X",70,"Shrub",70,"Shrub","CALVEG-CentralCoast",1998
7326,7327,7328,3780,"PPN4P","CONIFER",42,"Ponderosa Pine","PPN","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7327,7328,7329,304,"PPN5M","CONIFER",42,"Ponderosa Pine","PPN","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7328,7329,7330,82,"MRI4D","HARDWOOD",37,"Montane Riparian","MRI","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran/CALFIRE update",2005
7329,7330,7331,21,"URB4M","URBAN",53,"Urban","URB","4","M",80,"Urban",80,"Urban","DFW-NoSierraFoothills",2009
7330,7331,7332,596,"PPN3S","CONIFER",42,"Ponderosa Pine","PPN","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7331,7332,7333,8046,"CRPXX","AGRICULTURE",60,"Cropland","CRP","X","X",10,"Agriculture",10,"Agriculture","CALVEG-CentralCoast",1998
7332,7333,7334,328,"DFR4S","CONIFER",14,"Douglas Fir","DFR","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7333,7334,7335,385,"MHW3P","HARDWOOD",36,"Montane Hardwood","MHW","3","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-CentralValley",1996
7334,7335,7336,83,"DORXX","AGRICULTURE",67,"Deciduous Orchard","DOR","X","X",10,"Agriculture",10,"Agriculture","CALVEG-SouthSierran",2005
7335,7336,7337,198,"WFR3P","CONIFER",58,"White Fir","WFR","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7336,7337,7338,4041,"SCN4M","CONIFER",48,"Subalpine Conifer","SCN","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7337,7338,7339,91,"EUC3M","HARDWOOD",77,"Eucalyptus","EUC","3","M",50,"Hardwood",52,"Hardwood Woodland","DFW-Sac_SanJoaq_Delta",2005
7338,7339,7340,4885,"SCN4P","CONIFER",48,"Subalpine Conifer","SCN","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7339,7340,7341,26,"MRI3D","HARDWOOD",37,"Montane Riparian","MRI","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-SouthSierran",2000
7340,7341,7342,15741,"SCN2S","CONIFER",48,"Subalpine Conifer","SCN","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2001
7341,7342,7343,3,"VRI3S","HARDWOOD",56,"Valley Foothill Riparian","VRI","3","S",50,"Hardwood",52,"Hardwood Woodland","USDA-NASS",2013
7342,7343,7344,858,"SCN5M","CONIFER",48,"Subalpine Conifer","SCN","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",1995
7343,7344,7345,1272,"PPN2P","CONIFER",42,"Ponderosa Pine","PPN","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7344,7345,7346,1,"HDWXP","HARDWOOD",76,"Undetermined Hardwood","HDW","X","P",50,"Hardwood",52,"Hardwood Woodland","USDA-NASS",2013
7345,7346,7347,839,"PPN2M","CONIFER",42,"Ponderosa Pine","PPN","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
7346,7347,7348,712,"SCN2P","CONIFER",48,"Subalpine Conifer","SCN","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2001
7347,7348,7349,81,"COW3D","HARDWOOD",10,"Coastal Oak Woodland","COW","3","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7348,7349,7350,4090,"PPN4P","CONIFER",42,"Ponderosa Pine","PPN","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2005
7349,7350,7351,137,"COW4P","HARDWOOD",10,"Coastal Oak Woodland","COW","4","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralCoast",1998
7350,7351,7352,756,"BOP4D","HARDWOOD",8,"Blue Oak-Foothill Pine","BOP","4","D",50,"Hardwood",52,"Hardwood Woodland","CALVEG-CentralValley",1996
7351,7352,7353,28,"DFR3P","CONIFER",14,"Douglas Fir","DFR","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-SouthSierran",2000
